Kontenplan;ID;Buchungskonto;Bezeichnung;Übergeordnetes Konto;Kontenklasse;Benutzerdefinierte Kontengruppe;Status
SKR42;;60690;Pauschale Steuer auf sonstige Bezüge (z. B. Fahrtkostenzuschüsse);ref:60690;6: Ausgaben;;0
SKR42;;60700;Krankengeldzuschüsse;ref:60700;6: Ausgaben;;0
SKR42;;60710;Sachzuwendungen und Dienstleistungen an Minijobber;ref:60710;6: Ausgaben;;0
SKR42;;60720;Sachzuwendungen und Dienstleistungen an Arbeitnehmer;ref:60720;6: Ausgaben;;0
SKR42;;60750;Zuschüsse der Agenturen für Arbeit (Haben);ref:60750;6: Ausgaben;;0
SKR42;;60800;Vermögenswirksame Leistungen;ref:60800;6: Ausgaben;;0
SKR42;;60900;Fahrtkostenerstattung Wohnung / Arbeitsstätte;ref:60900;6: Ausgaben;;0
SKR42;;61000;Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung;ref:61000;6: Ausgaben;;0
SKR42;;61100;Gesetzliche soziale Aufwendungen;ref:61100;6: Ausgaben;;0
SKR42;;61200;Beiträge zur Berufsgenossenschaft;ref:61200;6: Ausgaben;;0
SKR42;;61300;Freiwillige soziale Aufwendungen, lohnsteuerfrei;ref:61300;6: Ausgaben;;0
SKR42;;61400;Aufwendungen für Altersversorgung;ref:61400;6: Ausgaben;;0
SKR42;;61470;Pauschale Steuer auf sonstige Bezüge (z. B. Direktversicherungen);ref:61470;6: Ausgaben;;0
SKR42;;61500;Versorgungskassen;ref:61500;6: Ausgaben;;0
SKR42;;61600;Aufwendungen für Unterstützung;ref:61600;6: Ausgaben;;0
SKR42;;61700;Sonstige soziale Abgaben;ref:61700;6: Ausgaben;;0
SKR42;;61710;Soziale Abgaben für Minijobber;ref:61710;6: Ausgaben;;0
SKR42;;62000;Abschreibungen auf immaterielle Vermögensgegenstände;ref:62000;6: Ausgaben;;0
SKR42;;62050;Abschreibungen auf den Geschäftsoder Firmenwert;ref:62050;6: Ausgaben;;0
SKR42;;62090;Außerplanmäßige Abschreibungen auf den Geschäfts- oder Firmenwert;ref:62090;6: Ausgaben;;0
SKR42;;62100;Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände;ref:62100;6: Ausgaben;;0
SKR42;;62200;Abschreibungen auf Sachanlagen (ohne AfA auf Fahrzeuge und Gebäude);ref:62200;6: Ausgaben;;0
SKR42;;62210;Abschreibungen auf Gebäude;ref:62210;6: Ausgaben;;0
SKR42;;62220;Abschreibungen auf Fahrzeuge;ref:62220;6: Ausgaben;;0
SKR42;;62300;Außerplanmäßige Abschreibungen auf Sachanlagen;ref:62300;6: Ausgaben;;0
SKR42;;62310;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude;ref:62310;6: Ausgaben;;0
SKR42;;62320;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung der Fahrzeuge;ref:62320;6: Ausgaben;;0
SKR42;;62330;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter;ref:62330;6: Ausgaben;;0
SKR42;;62400;Abschreibungen auf Sachanlagen auf Grund steuerlicher Sondervorschriften;ref:62400;6: Ausgaben;;0
SKR42;;62410;Sonderabschreibungen nach § 7g Abs. 5 EStG (ohne Fahrzeuge);ref:62410;6: Ausgaben;;0
SKR42;;62420;Sonderabschreibungen nach § 7g Abs. 5 EStG (für Fahrzeuge);ref:62420;6: Ausgaben;;0
SKR42;;62430;Kürzung der Anschaffungs- oder Herstellungskosten nach § 7g Abs. 2 EStG (ohne Fahrzeuge);ref:62430;6: Ausgaben;;0
SKR42;;62440;Kürzung der Anschaffungs- oder Herstellungskosten nach § 7g Abs. 2 EStG (für Fahrzeuge);ref:62440;6: Ausgaben;;0
SKR42;;62450;Sonderabschreibungen nach § 7b EStG (Mietwohnungsneubau);ref:62450;6: Ausgaben;;0
SKR42;;62500;Kaufleasing;ref:62500;6: Ausgaben;;0
SKR42;;62600;Sofortabschreibung geringwertiger Wirtschaftsgüter;ref:62600;6: Ausgaben;;0
SKR42;;62620;Abschreibungen auf aktivierte, geringwertige Wirtschaftsgüter;ref:62620;6: Ausgaben;;0
SKR42;;62640;Abschreibungen auf den Sammelposten Wirtschaftsgüter;ref:62640;6: Ausgaben;;0
SKR42;;62660;Außerplanmäßige Abschreibungen auf aktivierte geringwertige Wirtschaftsgüter;ref:62660;6: Ausgaben;;0
SKR42;;62800;Forderungsverluste (soweit unüblich hoch);ref:62800;6: Ausgaben;;0
SKR42;;62810;Forderungsverluste 7 % USt (soweit unüblich hoch);ref:62810;6: Ausgaben;;0
SKR42;;62860;Forderungsverluste 19 % USt (soweit unüblich hoch);ref:62860;6: Ausgaben;;0
SKR42;;63000;Sonstige betriebliche Aufwendungen;ref:63000;6: Ausgaben;;0
SKR42;;63010;Verwaltungskosten;ref:63010;6: Ausgaben;;0
SKR42;;63020;Aufwandsentschädigungen / Erstattungen;ref:63020;6: Ausgaben;;0
SKR42;;63030;Transportkosten;ref:63030;6: Ausgaben;;0
SKR42;;63040;Veranstaltungskosten;ref:63040;6: Ausgaben;;0
SKR42;;63050;Kosten der Mitgliederverwaltung;ref:63050;6: Ausgaben;;0
SKR42;;63060;Interimskonto für Aufwendungen in einem anderen Land, bei denen eine Vorsteuervergütung möglich ist;ref:63060;6: Ausgaben;;0
SKR42;;63070;Fremdleistungen/Fremdarbeiten;ref:63070;6: Ausgaben;;0
SKR42;;63080;Sonstige Aufwendungen betrieblich und regelmäßig;ref:63080;6: Ausgaben;;0
SKR42;;63090;Raumkosten;ref:63090;6: Ausgaben;;0
SKR42;;63100;Miete (unbewegliche Wirtschaftsgüter);ref:63100;6: Ausgaben;;0
SKR42;;63150;Pacht (unbewegliche Wirtschaftsgüter);ref:63150;6: Ausgaben;;0
SKR42;;63160;Leasing (unbewegliche Wirtschaftsgüter);ref:63160;6: Ausgaben;;0
SKR42;;63170;Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind;ref:63170;6: Ausgaben;;0
SKR42;;63180;Miet- und Pachtnebenkosten, die gewerbesteuerlich nicht hinzuzurechnen sind;ref:63180;6: Ausgaben;;0
SKR42;;63200;Heizung;ref:63200;6: Ausgaben;;0
SKR42;;63250;Gas, Strom, Wasser;ref:63250;6: Ausgaben;;0
SKR42;;63300;Reinigung;ref:63300;6: Ausgaben;;0
SKR42;;63350;Instandhaltung betrieblicher Räume;ref:63350;6: Ausgaben;;0
SKR42;;63400;Abgaben für betrieblich genutzten Grundbesitz;ref:63400;6: Ausgaben;;0
SKR42;;63450;Sonstige Raumkosten;ref:63450;6: Ausgaben;;0
SKR42;;63500;Grundstücksaufwendungen betrieblich;ref:63500;6: Ausgaben;;0
SKR42;;63520;Sonstige Grundstücksaufwendungen (neutral);ref:63520;6: Ausgaben;;0
SKR42;;63900;Zuwendungen, Spenden, steuerlich nicht abziehbar;ref:63900;6: Ausgaben;;0
SKR42;;63910;Zuwendungen, Spenden für wissenschaftliche und kulturelle Zwecke;ref:63910;6: Ausgaben;;0
SKR42;;63920;Zuwendungen, Spenden für mildtätige Zwecke;ref:63920;6: Ausgaben;;0
SKR42;;63930;Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke;ref:63930;6: Ausgaben;;0
SKR42;;63940;Zuwendungen, Spenden an politische Parteien;ref:63940;6: Ausgaben;;0
SKR42;;63950;Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für gemeinnützige Zwecke;ref:63950;6: Ausgaben;;0
SKR42;;63970;Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für kirchliche, religiöse und gemeinnützige Zwecke;ref:63970;6: Ausgaben;;0
SKR42;;63980;Zuwendungen, Spenden an Stiftungen in das zu erhaltende Vermögen (Vermögensstock) für wissenschaftliche, mildtätige, kulturelle Zwecke;ref:63980;6: Ausgaben;;0
SKR42;;64000;Versicherungen;ref:64000;6: Ausgaben;;0
SKR42;;64050;Versicherungen für Gebäude;ref:64050;6: Ausgaben;;0
SKR42;;64100;Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen;ref:64100;6: Ausgaben;;0
SKR42;;64200;Beiträge;ref:64200;6: Ausgaben;;0
SKR42;;64300;Sonstige Abgaben;ref:64300;6: Ausgaben;;0
SKR42;;64360;Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgelder;ref:64360;6: Ausgaben;;0
SKR42;;64370;Steuerlich nicht abzugsfähige Verspätungszuschläge und Zwangsgelder;ref:64370;6: Ausgaben;;0
SKR42;;64400;Ausgleichsabgabe nach dem Schwerbehindertengesetz;ref:64400;6: Ausgaben;;0
SKR42;;64500;Reparaturen und Instandhaltung von Bauten;ref:64500;6: Ausgaben;;0
SKR42;;64600;Reparaturen und Instandhaltung von technischen Anlagen und Maschinen;ref:64600;6: Ausgaben;;0
SKR42;;64700;Reparaturen und Instandhaltungen von anderen Anlagen und Betriebsund Geschäftsausstattung;ref:64700;6: Ausgaben;;0
SKR42;;64850;Reparaturen und Instandhaltung von anderen Anlagen;ref:64850;6: Ausgaben;;0
SKR42;;64900;Sonstige Reparaturen und Instandhaltungen;ref:64900;6: Ausgaben;;0
SKR42;;64950;Wartungskosten für Hard- und Software;ref:64950;6: Ausgaben;;0
SKR42;;64980;Mietleasing bewegliche Wirtschaftsgüter für technische Anlagen und Maschinen;ref:64980;6: Ausgaben;;0
SKR42;;65200;Fahrzeug-Versicherungen;ref:65200;6: Ausgaben;;0
SKR42;;65300;Laufende Fahrzeug-Betriebskosten;ref:65300;6: Ausgaben;;0
SKR42;;65400;Fahrzeug-Reparaturen;ref:65400;6: Ausgaben;;0
SKR42;;65500;Garagenmiete;ref:65500;6: Ausgaben;;0
SKR42;;65600;Mietleasing Kfz;ref:65600;6: Ausgaben;;0
SKR42;;65650;Mietleasingaufwendungen für Elektrofahrzeuge und Fahrräder, die gewerbesteuerlich hinzuzurechnen sind;ref:65650;6: Ausgaben;;0
SKR42;;65700;Sonstige Fahrzeugkosten;ref:65700;6: Ausgaben;;0
SKR42;;65800;Mautgebühren;ref:65800;6: Ausgaben;;0
SKR42;;65950;Fremdfahrzeugkosten;ref:65950;6: Ausgaben;;0
SKR42;;66000;Werbekosten;ref:66000;6: Ausgaben;;0
SKR42;;66050;Streuartikel;ref:66050;6: Ausgaben;;0
SKR42;;66100;Geschenke abzugsfähig ohne § 37b EStG;ref:66100;6: Ausgaben;;0
SKR42;;66110;Geschenke abzugsfähig mit § 37b EStG;ref:66110;6: Ausgaben;;0
SKR42;;66120;Pauschale Steuer für Geschenke und Zuwendungen abzugsfähig;ref:66120;6: Ausgaben;;0
SKR42;;66200;Geschenke nicht abzugsfähig ohne § 37b EStG;ref:66200;6: Ausgaben;;0
SKR42;;66210;Geschenke nicht abzugsfähig mit § 37b EStG;ref:66210;6: Ausgaben;;0
SKR42;;66220;Pauschale Steuer für Geschenke und Zuwendungen nicht abzugsfähig;ref:66220;6: Ausgaben;;0
SKR42;;66250;Geschenke ausschließlich betrieblich genutzt;ref:66250;6: Ausgaben;;0
SKR42;;66290;Zugaben mit § 37b EStG;ref:66290;6: Ausgaben;;0
SKR42;;66300;Repräsentationskosten;ref:66300;6: Ausgaben;;0
SKR42;;66310;Kosten der Öffentlichkeitsarbeit;ref:66310;6: Ausgaben;;0
SKR42;;66400;Bewirtungskosten;ref:66400;6: Ausgaben;;0
SKR42;;66410;Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil);ref:66410;6: Ausgaben;;0
SKR42;;66420;Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil);ref:66420;6: Ausgaben;;0
SKR42;;66430;Aufmerksamkeiten;ref:66430;6: Ausgaben;;0
SKR42;;66440;Nicht abzugsfähige Bewirtungskosten;ref:66440;6: Ausgaben;;0
SKR42;;66450;Nicht abzugsfähige Betriebsausgaben aus Werbe- und Repräsentationskosten;ref:66450;6: Ausgaben;;0
SKR42;;66490;Nicht abzugsfähige Ausgaben;ref:66490;6: Ausgaben;;0
SKR42;;66500;Reisekosten;ref:66500;6: Ausgaben;;0
SKR42;;66600;Reisekosten Übernachtungsaufwand;ref:66600;6: Ausgaben;;0
SKR42;;66630;Reisekosten Fahrtkosten;ref:66630;6: Ausgaben;;0
SKR42;;66640;Reisekosten Verpflegungsmehraufwand;ref:66640;6: Ausgaben;;0
SKR42;;66680;Kilometergelderstattung;ref:66680;6: Ausgaben;;0
SKR42;;67000;Kosten der Warenabgabe;ref:67000;6: Ausgaben;;0
SKR42;;67100;Verpackungsmaterial;ref:67100;6: Ausgaben;;0
SKR42;;67400;Ausgangsfrachten;ref:67400;6: Ausgaben;;0
SKR42;;67600;Transportversicherungen;ref:67600;6: Ausgaben;;0
SKR42;;67700;Verkaufsprovisionen;ref:67700;6: Ausgaben;;0
SKR42;;67800;Fremdarbeiten (Vertrieb);ref:67800;6: Ausgaben;;0
SKR42;;67900;Aufwand für Gewährleistungen;ref:67900;6: Ausgaben;;0
SKR42;;68000;Porto;ref:68000;6: Ausgaben;;0
SKR42;;68050;Telefon;ref:68050;6: Ausgaben;;0
SKR42;;68100;Internetkosten;ref:68100;6: Ausgaben;;0
SKR42;;68150;Bürobedarf;ref:68150;6: Ausgaben;;0
SKR42;;68200;Zeitschriften, Bücher, digitale Medien (Fachliteratur);ref:68200;6: Ausgaben;;0
SKR42;;68210;Fortbildungskosten;ref:68210;6: Ausgaben;;0
SKR42;;68220;Freiwillige Sozialleistungen;ref:68220;6: Ausgaben;;0
SKR42;;68250;Rechts- und Beratungskosten;ref:68250;6: Ausgaben;;0
SKR42;;68270;Abschluss- und Prüfungskosten;ref:68270;6: Ausgaben;;0
SKR42;;68300;Buchführungskosten;ref:68300;6: Ausgaben;;0
SKR42;;68350;Mieten für Einrichtungen (bewegliche Wirtschaftsgüter);ref:68350;6: Ausgaben;;0
SKR42;;68360;Pacht (bewegliche Wirtschaftsgüter);ref:68360;6: Ausgaben;;0
SKR42;;68370;Aufwendungen für die zeitlich befristete Überlassung von Rechten (Lizenzen, Konzessionen);ref:68370;6: Ausgaben;;0
SKR42;;68380;Aufwendungen für gemietete oder gepachtete bewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind;ref:68380;6: Ausgaben;;0
SKR42;;68400;Mietleasing bewegliche Wirtschaftsgüter für Betriebs- und Geschäftsausstattung;ref:68400;6: Ausgaben;;0
SKR42;;68450;Werkzeuge und Kleingeräte;ref:68450;6: Ausgaben;;0
SKR42;;68500;Sonstiger Betriebsbedarf;ref:68500;6: Ausgaben;;0
SKR42;;68550;Nebenkosten des Geldverkehrs;ref:68550;6: Ausgaben;;0
SKR42;;68560;Aufwendungen aus Anteilen an Kapitalgesellschaften §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und 4 KStG ,;ref:68560;6: Ausgaben;;0
SKR42;;68570;Veräußerungskosten § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Veräußerungsgewinn);ref:68570;6: Ausgaben;;0
SKR42;;68580;Veräußerungskosten § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG (bei Veräußerungsverlust);ref:68580;6: Ausgaben;;0
SKR42;;68590;Aufwendungen für Abraum- und Abfallbeseitigung;ref:68590;6: Ausgaben;;0
SKR42;;68600;Nicht abziehbare Vorsteuer;ref:68600;6: Ausgaben;;0
SKR42;;68650;Nicht abziehbare Vorsteuer 7 %;ref:68650;6: Ausgaben;;0
SKR42;;68710;Nicht abziehbare Vorsteuer 19 %;ref:68710;6: Ausgaben;;0
SKR42;;68790;Verwahrentgelt;ref:68790;6: Ausgaben;;0
SKR42;;68800;Aufwendungen aus der Währungsumrechnung;ref:68800;6: Ausgaben;;0
SKR42;;68810;Aufwendungen aus der Währungsumrechnung (nicht § 256a HGB);ref:68810;6: Ausgaben;;0
SKR42;;68830;Aufwendungen aus Bewertung Finanzmittelfonds;ref:68830;6: Ausgaben;;0
SKR42;;68840;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchverlust);ref:68840;6: Ausgaben;;0
SKR42;;68850;Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchverlust);ref:68850;6: Ausgaben;;0
SKR42;;68880;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchverlust);ref:68880;6: Ausgaben;;0
SKR42;;68890;Erlöse aus Verkäufen Sachanlagevermögen (bei Buchverlust);ref:68890;6: Ausgaben;;0
SKR42;;68900;Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchverlust);ref:68900;6: Ausgaben;;0
SKR42;;68910;Erlöse aus Verkäufen Finanzanlagen (bei Buchverlust);ref:68910;6: Ausgaben;;0
SKR42;;68920;Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG (bei Buchverlust);ref:68920;6: Ausgaben;;0
SKR42;;68950;Anlagenabgänge Sachanlagen (Restbuchwert bei Buchverlust);ref:68950;6: Ausgaben;;0
SKR42;;68960;Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchverlust);ref:68960;6: Ausgaben;;0
SKR42;;68970;Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchverlust);ref:68970;6: Ausgaben;;0
SKR42;;68980;Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG (Restbuchwert bei Buchverlust);ref:68980;6: Ausgaben;;0
SKR42;;69030;Verluste aus der Veräußerung von Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG;ref:69030;6: Ausgaben;;0
SKR42;;69040;Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 3 KStG (Buchwert bei Buchverlust);ref:69040;6: Ausgaben;;0
SKR42;;69050;Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte);ref:69050;6: Ausgaben;;0
SKR42;;69060;Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG;ref:69060;6: Ausgaben;;0
SKR42;;69070;Abgang von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 S. 4 EStG;ref:69070;6: Ausgaben;;0
SKR42;;69080;Abgang von Wirtschaftsgütern des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG nach § 4 Abs. 3 S. 4 EStG;ref:69080;6: Ausgaben;;0
SKR42;;69220;Einstellungen in die steuerliche Rücklage nach § 6b Abs. 3 EStG;ref:69220;6: Ausgaben;;0
SKR42;;69270;Einstellungen in sonstige steuerliche Rücklagen;ref:69270;6: Ausgaben;;0
SKR42;;69280;Einstellungen in die Rücklage für Ersatzbeschaffung nach R 6.6 EStR;ref:69280;6: Ausgaben;;0
SKR42;;69290;Einstellungen in die steuerliche Rücklage nach § 4g EStG;ref:69290;6: Ausgaben;;0
SKR42;;69300;Forderungsverluste (übliche Höhe);ref:69300;6: Ausgaben;;0
SKR42;;69310;Forderungsverluste 7 % USt (übliche Höhe);ref:69310;6: Ausgaben;;0
SKR42;;69320;Forderungsverluste aus steuerfreien EU-Lieferungen (übliche Höhe);ref:69320;6: Ausgaben;;0
SKR42;;69330;Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt (übliche Höhe);ref:69330;6: Ausgaben;;0
SKR42;;69360;Forderungsverluste 19 % USt (übliche Höhe);ref:69360;6: Ausgaben;;0
SKR42;;69380;Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt (übliche Höhe);ref:69380;6: Ausgaben;;0
SKR42;;69600;Periodenfremde Aufwendungen;ref:69600;6: Ausgaben;;0
SKR42;;69670;Sonstige Aufwendungen betriebsfremd und regelmäßig;ref:69670;6: Ausgaben;;0
SKR42;;69680;Sonstige nicht abziehbare Aufwendungen;ref:69680;6: Ausgaben;;0
SKR42;;69690;Sonstige Aufwendungen unregelmäßig;ref:69690;6: Ausgaben;;0
SKR42;;69700;Kalkulatorischer Unternehmerlohn;ref:69700;6: Ausgaben;;0
SKR42;;69720;Kalkulatorische Miete und Pacht;ref:69720;6: Ausgaben;;0
SKR42;;69740;Kalkulatorische Zinsen;ref:69740;6: Ausgaben;;0
SKR42;;69760;Kalkulatorische Abschreibungen;ref:69760;6: Ausgaben;;0
SKR42;;69780;Kalkulatorische Wagnisse;ref:69780;6: Ausgaben;;0
SKR42;;69790;Kalkulatorischer Lohn für unentgeltliche Mitarbeiter;ref:69790;6: Ausgaben;;0
SKR42;;69800;Verrechneter kalkulatorischer Unternehmerlohn;ref:69800;6: Ausgaben;;0
SKR42;;69820;Verrechnete kalkulatorische Miete/Pacht;ref:69820;6: Ausgaben;;0
SKR42;;69840;Verrechnete kalkulatorische Zinsen;ref:69840;6: Ausgaben;;0
SKR42;;69860;Verrechnete kalkulatorische Abschreibungen;ref:69860;6: Ausgaben;;0
SKR42;;69880;Verrechnete kalkulatorische Wagnisse;ref:69880;6: Ausgaben;;0
SKR42;;69890;Verrechneter kalkulatorischer Lohn für unentgeltliche Mitarbeiter;ref:69890;6: Ausgaben;;0
SKR42;;70000;Erträge aus Beteiligungen;ref:70000;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70020;Erträge aus typisch stillen Beteiligungen;ref:70020;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70030;Erträge aus atypisch stillen Beteiligungen;ref:70030;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70040;Erträge aus Beteiligungen an Personengesellschaften (verbundene Unternehmen), § 9 GewStG bzw. § 18 EStG;ref:70040;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70050;Erträge aus Anteilen an Kapitalgesellschaften (Beteiligung) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG;ref:70050;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70060;Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG;ref:70060;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70080;Gewinnanteile aus gewerblichen und selbständigen Mitunternehmerschaften, § 9 GewStG bzw. § 18 EStG;ref:70080;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70090;Erträge aus Beteiligungen an verbundenen Unternehmen;ref:70090;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70100;Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens;ref:70100;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70110;Erträge aus Ausleihungen des Finanzanlagevermögens;ref:70110;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70120;Erträge aus Ausleihungen des Finanzanlagevermögens an verbundenen Unternehmen;ref:70120;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70130;Erträge aus Anteilen an Personengesellschaften (Finanzanlagevermögen);ref:70130;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70140;Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG;ref:70140;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70150;Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG;ref:70150;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70160;Erträge aus Anteilen an Personengesellschaften (verbundene Unternehmen);ref:70160;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70170;Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Kapitalgesellschaften (verbundene Unternehmen);ref:70170;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70180;Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Personengesellschaften (verbundene Unternehmen);ref:70180;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70190;Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens aus verbundenen Unternehmen;ref:70190;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70200;Zins- und Dividendenerträge;ref:70200;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;70300;Erhaltene Ausgleichszahlungen (als außenstehender Aktionär);ref:70300;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71000;Sonstige Zinsen und ähnliche Erträge;ref:71000;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71030;Erträge aus Anteilen an Kapitalgesellschaften (Umlaufvermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG;ref:71030;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71040;Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG;ref:71040;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71050;Zinserträge § 233a AO, steuerpflichtig;ref:71050;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71060;Zinserträge § 233a AO, steuerfrei (Anlage GK KSt);ref:71060;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71070;Zinserträge § 233a AO und § 4 Abs. 5b EStG, steuerfrei;ref:71070;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71090;Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen;ref:71090;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71100;Sonstige Zinserträge;ref:71100;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71150;Erträge aus anderen Wertpapieren und Ausleihungen des Umlaufvermögens;ref:71150;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71190;Sonstige Zinserträge aus verbundenen Unternehmen;ref:71190;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71200;Zinsähnliche Erträge;ref:71200;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71290;Zinsähnliche Erträge aus verbundenen Unternehmen;ref:71290;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71300;Diskonterträge;ref:71300;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71390;Diskonterträge aus verbundenen Unternehmen;ref:71390;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71910;Ertragsteuerfreie Einzahlungen zum Verlustausgleich;ref:71910;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71920;Erhaltene Gewinne auf Grund einer Gewinngemeinschaft;ref:71920;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;71940;Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags;ref:71940;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;72080;Aufwendungen auf Grund von Verlustanteilen an gewerblichen und selbständigen Mitunternehmerschaften, § 8 GewStG bzw. § 18 EStG;ref:72080;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73000;Zinsen und ähnliche Aufwendungen;ref:73000;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73020;Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern § 4 Abs. 5b EStG;ref:73020;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73030;Steuerlich abzugsfähige andere Nebenleistungen zu Steuern;ref:73030;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73040;Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern;ref:73040;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73050;Zinsaufwendungen § 233a AO abzugsfähig;ref:73050;7: Weitere Einnahmen und Ausgaben;;0
